,close,dateTime,Date,high,low,open,volume,,Close,high,low,open,volume,Straddle,,High,Low,open Call,Open Put,Straddle open,Close call,Close Put,Straddle Close,,TP,SL,1.05,0.95,
,190.3,2018-11-30 15:00:00+05:30,30-11-2018,194.55,183.95,184.35,396225,,201.65,212.9,196.55,211.85,280350,,391.95,FALSE,FALSE,203,186.65,389.65,,,#VALUE!,,409.1325,370.1675,0,0,0
,200,2018-11-30 15:15:00+05:30,30-11-2018,200.6,189.6,190.25,433125,,191.9,202.85,190,201.65,331050,,391.9,FALSE,FALSE,203,186.65,389.65,200,191.9,391.9,,409.1325,370.1675,0,0,0
,210,2018-12-03 09:15:00+05:30,03-12-2018,230,207.8,215.7,361425,,184.35,185.7,160,171.55,471225,,394.35,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,212.7,2018-12-03 09:30:00+05:30,03-12-2018,216.5,207.05,210.05,209400,,180.45,187.15,177.1,184.35,236025,,393.15,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,214.8,2018-12-03 09:45:00+05:30,03-12-2018,218.5,212.05,213,127125,,179,181.8,175.1,180.45,173325,,393.8,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,213.9,2018-12-03 10:00:00+05:30,03-12-2018,215.5,210.1,215,63375,,181.4,183.55,177.8,179,79350,,395.3,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,214.15,2018-12-03 10:15:00+05:30,03-12-2018,217,212.1,213.55,80400,,179.3,183.45,177.25,181.4,107925,,393.45,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,211.25,2018-12-03 10:30:00+05:30,03-12-2018,217,210.55,214.15,80475,,182.55,183.05,176.6,179.3,78225,,393.8,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,205.95,2018-12-03 10:45:00+05:30,03-12-2018,211.45,204.25,211.45,145725,,189.3,190.8,182.8,182.8,181725,,395.25,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,203.7,2018-12-03 11:00:00+05:30,03-12-2018,205.9,198.45,205.55,147525,,189.35,195.25,188.4,189.3,185925,,393.05,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,203,2018-12-03 11:15:00+05:30,03-12-2018,206.4,201.5,203.7,81900,,191.5,192.7,185.55,189.05,155025,,394.5,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,201.3,2018-12-03 11:30:00+05:30,03-12-2018,203,195.6,203,126525,,195.6,198.95,191.55,191.75,204150,,396.9,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,194.55,2018-12-03 11:45:00+05:30,03-12-2018,201.3,186.5,201.3,232650,,204.2,211.5,194.95,195.6,311925,,398.75,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,192.35,2018-12-03 12:00:00+05:30,03-12-2018,196.25,191,193.55,144000,,208.95,209.8,202.5,205.5,133650,,401.3,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,191.8,2018-12-03 12:15:00+05:30,03-12-2018,193,186.5,192.4,159525,,206.65,215,206.25,208.95,185700,,398.45,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,193.2,2018-12-03 12:30:00+05:30,03-12-2018,195.9,191,191.45,137025,,205.8,208,201.35,206.65,135825,,399,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,189,2018-12-03 12:45:00+05:30,03-12-2018,193.85,186.55,193.2,99825,,212.65,214.75,205,205.8,74550,,401.65,TRUE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,194.45,2018-12-03 13:00:00+05:30,03-12-2018,195.1,187.8,189,109350,,203.8,213.95,203.05,212.65,64425,,398.25,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,199.9,2018-12-03 13:15:00+05:30,03-12-2018,201.2,193.4,194.3,188625,,198,204.8,195.65,204.6,118050,,397.9,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,206.3,2018-12-03 13:30:00+05:30,03-12-2018,208,196.5,199.15,206175,,188.05,201.5,185.9,198.35,162225,,394.35,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,206.55,2018-12-03 13:45:00+05:30,03-12-2018,210.9,205.95,206.15,232800,,183.05,188.55,180.3,188.55,188175,,389.6,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
,203.4,2018-12-03 14:00:00+05:30,03-12-2018,207.5,196.3,206.55,240900,,187.15,194.15,183.05,183.05,202275,,390.55,FALSE,FALSE,215.7,171.55,387.25,,,#VALUE!,,406.6125,367.8875,0,0,0
