Date,BLUJ.J,FDS.N,MORN.OQ,MSCI.N,IHS.N^G16,AXP.N,COF.N,DFS.N,029780.KS,CAB.AX,CIEL3.SA,4819.T,EEFT.OQ,FIS.N,GPN.N,GDOT.N,HPY.N^D16,MA.N,UEPS.OQ,RDCD3.SA^J12,TSS.N,V.N,WEX.N,WDIG.DE,FISV.OQ,8076.TWO,INGC.PA,6588.T,PAY.N,ZBRA.OQ,JKHY.OQ,TEMN.S,EPAY.OQ,VOCS.O^F14,4307.T,TCS.BO,EBIX.OQ,SLH.N^C16,ADVS.O^G15,SIM.CO,SSNC.OQ,DH.TO,DST.N,FICO.N,MSY.L^F12,ACIW.OQ,SONE.O^B12,MOVE.O^K14,RMV.L,SLGC.PA^D11,IRE.AX,ORC.ST^C12,MONY.L,FLT.N,3769.T,NTSP.O^G13,FDSA.L,MONI.L,ZG.OQ,RATE.N,ENV.N,CASS.OQ,MPLU3.SA,FITE.BO,WING.DE,GWRE.N,AWAY.O^L15,SPNS.OQ,LXFT.N,TRI.TO,8570.T,8253.T,EVTC.N,PAYS.L,VNTV.N,6287.T,6206.TW,XRO.NZ,TIG.L^K15,ELLI.N,035600.KQ,2120.T,TRLA.N^B15,POLA.BO,8018.HK,PAYP.L,WLN.PA,8519.T,TREE.OQ,KTC.BK,SYF.N,HAWK.OQ,HAWKB.O^E15,EDEN.PA,0327.HK,QTWO.N,BNFT.OQ,SLVX.SI,IPP.AX^B16,ZPG.L,8325.HK,046440.KQ,036800.KQ,YDLE.O^K15,CASH.OQ,WPG.L,EQN.L,FDC.N,LEJU.N,SQ.N,025770.KQ,060250.KQ,PYPL.OQ,034310.KS,DAL.MI,3611.TWO,8114.TW,BKFS.N,MYO.AX,GFTG.DE,SFUN.N,Z.OQ,GTO.AS,WK.N,2428.T,INFO.OQ,XTLY.N,TBBK.OQ,QIWI.OQ,FSMARTm.BK,NXGN.L,USDKRW WMCO Curncy,AUDUSD WMCO Curncy,USDBRL WMCO Curncy,USDJPY WMCO Curncy,EURUSD WMCO Curncy,USDTWD WMCO Curncy,USDCHF WMCO Curncy,USDINR WMCO Curncy,USDDKK WMCO Curncy,USDCAD WMCO Curncy,GBPUSD WMCO Curncy,USDSEK WMCO Curncy,NZDUSD WMCO Curncy,USDHKD WMCO Curncy,USDTHB WMCO Curncy,USDSGD WMCO Curncy,USDZAR WMCO Curncy,USDUSD WMCO Curncy
16-Feb-12,620,90.4,61.75,34.64,91.65,52.87,49.29,29.58,42000,4.8,59.9,225900,18.93,31.16,52.1,30.73,28.54,393.15,10.28,35.44,21.6,113.8,61.61,14.37,65.22,44.4,33.09,282,46.62,39.01,34.6,17.75,28.98,23.47,1817,1225.95,24.53,50.03,27.22,913,18.85,18.2,53.06,40.12,314,36.24,,8.98,1344,,6.91,84.5,122,36.42,335500,8.4,1649,37.75,34.26,23.49,12.58,39.44,31.93,862.65,39.15,22.35,26.98,,,27.34,1133,1484,,66.875,,1057,67.4,3.05,19.125,6.95,6450,365,,162.85,,565,,293,7.03,16.7,,,,18.925,1.45,,,0.345,1.12,,0.59,4990,5240,,20.48,,,,,,3780,7780,,50900,5.7,97,52.4,,,3.085,16.93,,43,,61500,,,,,,,1131.95,1.0717,1.7286,78.84,1.3042,29.592,0.9259,49.29,5.6995,1.0003,1.5749,6.7547,0.8299,7.7542,30.855,1.2659,7.8189,1
17-Feb-12,638,89.46,61.61,34.1,91.04,52.86,48.83,29.54,41550,4.86,58.79,217000,18.68,30.7,52.12,31.17,28.01,396,9.67,35.69,21.64,115.01,61.6,14.195,65.11,44.3,33.05,283,45.86,38.34,33.91,17.95,28.65,23.71,1810,1228.7,24.29,49.32,26.8,906,18.72,18.26,52.92,40.17,309.6,36.2,,8.85,1332,,7.03,83.5,121,36.66,330500,9.5,1673,39,32.73,24.19,12.49,40.27,34,909.75,39.6,22.11,26.02,3.87,,26.99,1119,1459,,66.875,,1085,67.3,3.1,19.5,6.75,6460,346,,163.55,,577.5,,293,7.07,16.6,,,,18.62,1.45,,,0.385,,,0.59,5050,5450,,21.27,,,,,,3750,7750,,51000,5.72,96.3,52,,,3,16.92,,43.36,,63800,,,,,,,1125.55,1.0715,1.713,79.36,1.3163,29.558,0.9179,49.275,5.6474,0.997,1.5815,6.7165,0.834,7.7542,30.79,1.2586,7.736,1
20-Feb-12,640,,,,,,,,42050,5.01,,209600,,,,,,,,,,,,14.285,,44.65,33.48,283,,,,17.9,,,1810,,,,,916,,,,,330.1,,,,1342,,7.18,83.5,120.7,,332500,,1766,36.5,,,,,,,40.39,,,,,,1110,1459,,67,,1073,67.7,3.08,19.75,,6590,373,,,,573,,289,,16.5,,,,18.72,1.45,,,0.38,1.11,,0.59,5350,6250,,,,,,,,3830,7550,,51200,5.745,98.5,52.9,,,3.051,,,41.55,,62300,,,,,,,1123.43,1.0776,1.7142,79.47,1.3267,29.542,0.9103,49.275,5.6037,0.9923,1.587,6.6369,0.8416,7.7541,30.741,1.2508,7.6609,1
21-Feb-12,630,88.75,59.93,34.54,92.43,52.85,48.66,29.69,42150,5.09,,215000,19.63,30.77,51.58,30.98,28.31,399.55,9.91,,21.56,114.2,61.35,14.095,65.31,45.2,32.65,293,45.6,38.14,33.52,17.5,28.25,22.91,1818,1233.9,23.78,48.77,26.23,919,18.99,18.7,53.31,40.03,338,36.42,,8.6,1339,,7.32,84,121.4,36.2,328500,9.61,1741,37.75,30.63,24.61,12.43,38.75,,912.2,41.5,22.48,25.51,4,,27.67,1122,1474,,65.75,,1077,67.1,3.06,19.75,7.28,6440,398,,164.1,,579.5,,291,7.05,16.6,,,,19.08,1.38,,,0.375,1.1,,0.59,5230,6490,,22,,,,,,3780,7550,,50900,5.75,98.5,52.8,,,3.07,17.18,,41.235,,63900,,,,,,,1122.65,1.0698,1.7142,79.75,1.3265,29.545,0.9107,49.31,5.606,0.9957,1.582,6.6396,0.8369,7.7543,30.706,1.256,7.6908,1
22-Feb-12,625,89.83,59.74,34.61,91.56,52.79,48.25,29.72,41950,5.13,58,218900,19.6,30.73,51.53,31.21,28.5,406.83,10.01,35.7,21.55,116.36,61.32,14.2,65.27,45,32.44,294,45.57,37.92,33.39,16.5,28.45,22.46,1845,1251.9,23.76,49.15,25.96,910,19.2,18.43,53.1,40.32,331,37.11,,8.51,1348,,7.1,84.5,118.9,36.57,328000,9.4,1706,37.5,28.76,24.2,11.96,38.03,33.15,873.8,40.935,23.99,26.05,4.08,,28.33,1154,1510,,63,,1077,68.9,3.11,20.5,7.36,6430,391,,156.95,,583,,291,7.05,16.3,,,,19.07,1.38,,,0.37,,,0.59,5110,6150,,21,,,,,,4100,7530,,51800,5.75,99,53.5,,,3.15,17.78,,41.13,,65500,,,,,,,1125.98,1.0637,1.7082,80.32,1.3241,29.56,0.9116,49.225,5.6166,0.9996,1.5667,6.6674,0.8297,7.7552,30.571,1.2593,7.714,1
23-Feb-12,615,89.85,60,34.02,93.27,52.67,49.3,30.04,42000,5.37,58.65,219000,19.55,31.11,51.93,31.01,28.78,406.1,10.01,35.55,21.77,116.48,63.48,14.16,65.84,44.6,32.65,302,45.95,38.51,33.79,16.7,29.42,23.3,1856,1259.25,24.01,49.96,26.47,897,19.46,18.35,52.97,40.73,330,39.32,,8.78,1340,,6.99,84,120.5,37.17,329000,9.41,1689,38.25,29.61,24.2,13,39.36,33.8,841.55,40.825,23.95,24.01,,,28.55,1152,1501,,63,,1089,68.8,3.12,20.5,7.93,6400,386,,160.25,,582,,289,7.13,16.1,,,,19.89,1.37,,,0.375,1.105,,0.59,5090,6100,,21.5,,,,,,4130,7550,,51500,5.71,97.8,53.3,,,3.12,17.81,,40.9,,66000,,,,,,,1128.95,1.0691,1.7079,80.195,1.3314,29.581,0.9054,49.195,5.585,0.9973,1.5702,6.64,0.8338,7.7556,30.31,1.256,7.6737,1
24-Feb-12,625,88.99,60.1,34.43,93.52,53.33,49.29,30.19,42000,5.4,59.9,219900,19.44,31.07,51.94,31.66,28.85,415.61,10.05,35.95,21.96,117.54,63.63,14.285,66.87,45.2,36.49,309,47,38.64,33.62,16.7,29.35,22.7,1881,1269.15,23.7,49.46,26.6,899,19.68,18.43,53.39,40.53,327.9,39.89,,8.76,1336,,7.02,83.75,119.5,37.4,337000,9.25,1665,38,30.2,25,12.58,38.82,34.1,824.35,41.15,23.49,25.29,4.01,,28.53,1170,1512,,63.5,,1111,68.5,3.15,20.75,8.98,6300,379,,161.05,,593,,292,8.05,16.1,,,,20.29,1.41,,,0.375,1.05,,0.59,5050,5940,,21.37,,,,,,4125,7460,,52100,5.71,96.5,52.9,,,3.15,17.71,,42.195,,65400,,,,,,,1125.5,1.0708,1.7061,80.685,1.3463,29.567,0.8953,48.935,5.5231,0.9986,1.5858,6.5534,0.8356,7.754,30.33,1.2555,7.5926,1
27-Feb-12,630,88.9,59.93,35.31,92.45,54.18,49.74,29.84,42000,5.45,59.59,215700,19.48,31.22,51.94,31.44,28.93,421.4,10.1,36.11,21.92,116.86,63.19,14.765,66.48,,35.6,310,48.01,38.63,33.62,17.45,29.01,22.87,1893,1250.2,23.62,48.87,26.38,916,20.54,18.34,53.86,40.2,330,39.23,,8.93,1348,,7.02,83.75,121.6,36.98,330500,9.48,1660,37.75,30.62,25.24,12.51,39.62,34.31,799.9,41.225,22.81,25.5,4,,28.71,1159,1526,,63.625,,1116,,3.1,20.5,8.9,6080,375,,154,,575,,285,7.99,16.7,,,,20.005,1.41,,,0.36,1.05,,0.59,5130,5930,,21.65,,,,,,3995,7210,,52000,5.78,,,,,3.16,16.67,,42.13,,65000,,,,,,,1129.13,1.0728,1.7064,80.46,1.3395,29.567,0.8995,49.225,5.5514,1.0002,1.5841,6.6012,0.8373,7.7555,30.405,1.2562,7.5855,1
28-Feb-12,642,88.77,59.69,35.21,93.3,53.76,50.37,30.37,42000,5.54,60.4,211200,19.17,31.48,52.21,31.4,28.98,423.97,10.04,35.9,21.94,118.95,63.35,14.8,66.54,,35.785,307,48.72,38.52,33.76,17.3,28.99,22.55,1913,1227.7,23.18,48.57,25.97,910,20.67,18.27,53.58,40.53,331.6,38.58,,8.97,1360,,7,84,129.5,36.99,332000,9.03,1658,38,31.44,24.33,12.71,39.95,34.63,830.8,41,23.01,26.21,3.99,,28.64,1173,1591,,65.5,,1128,,3.1,20.25,8.46,6100,369,,159.2,,580,,284,7.59,16.5,,,,19.955,1.41,,,0.36,1.15,,0.59,5220,5730,,21.8,,,,,,3810,7240,,52000,5.71,,,,,3.1,16.92,,42.56,,64800,,,,,,,1124.5,1.0758,1.7005,80.515,1.3424,29.567,0.8977,49.075,5.5394,0.9958,1.5839,6.5769,0.8366,7.7553,30.348,1.2523,7.5305,1
29-Feb-12,628,87.4,59.87,35.38,94.57,52.89,50.6,30.01,42350,5.67,61.4,210000,19.29,31.73,51.62,31.93,28.32,420,9.87,35.7,21.88,116.37,61.88,14.815,66.3,45.2,35.935,301,47.89,38.44,33.74,17.75,28.1,13.53,1933,1221.05,23.3,48,25.73,908,20.72,18.35,53,40.48,325.5,37.78,,8.76,1446,,7.11,84,126.6,37.03,333000,8.61,1660,38.5,31.92,23.84,12.45,38.49,34.59,826.45,40.78,22.62,26.48,4,,28.71,1174,1622,,64.75,,1138,69.2,3.11,20.25,8.35,6150,369,,160.8,,580,,283,7.64,16.2,,,,20.03,1.4,,,0.36,1.15,,0.59,5360,5900,,21.51,,,,,,3865,7330,,53100,5.755,97.1,53.7,,,3.17,16.69,,42.885,,64100,,,,,,,1118.73,1.0805,1.7169,80.94,1.3377,29.396,0.9009,49.01,5.5578,0.985,1.5975,6.5757,0.8432,7.7557,30.4,1.247,7.4502,1
1-Mar-12,637,87.76,60.04,35.53,94.25,53.57,50.24,30.67,,5.69,62.46,207400,18.75,31.93,52.1,32.14,28.61,420.43,9.43,35.81,21.85,117.18,61.75,14.765,66.72,46,36.165,301,47.9,38.32,33.7,17.9,29.29,13.4,1952,1221.25,23.05,48.11,25.64,930,21.03,17.4,53.13,40.77,318.8,39,,8.89,1444,,7.1,83.5,127.9,37.5,325500,8.71,1652,38.5,31.02,24.25,12.18,38,34.4,817.25,40.77,22.94,26.74,3.97,,28.5,1179,1649,,64,,1136,69.2,3.05,20.75,8.21,,368,,156.7,,581,,275,7.43,16.2,,,,20.015,1.36,,,0.355,1.1,,0.59,,,,21.52,,,,,,,,,,5.81,103.5,54.5,,,3.17,17.48,,43.52,,64300,,,,,,,1118.73,1.0795,1.7116,80.98,1.3332,29.454,0.9041,49.215,5.5764,0.9862,1.5959,6.6172,0.8391,7.7556,30.54,1.2483,7.461,1
2-Mar-12,635,86.26,59.89,35.08,93.31,52.99,49.89,30.53,42900,5.65,62.99,212500,17.95,31.19,51.22,32.36,27.68,412.78,9.03,35.88,21.98,116.16,59.92,14.735,66.41,49.2,36.765,306,47.7,38.15,33.45,17.8,28.665,13.52,1944,1217.15,22.01,47.4,24.97,936,20.56,17.56,53,39.75,316.1,37.94,,8.77,1391,,7.07,83.75,128,36.95,326000,8.4,1655,38.5,30.65,23.73,11.35,37.6,34.56,847.15,41.535,22.95,26.595,4,,28.72,1226,1741,,65,,1145,71.9,3.05,20.25,8.8,6220,370,,156.15,,577,,281,7.3,17.2,,,,19.83,1.39,,,0.36,,,0.59,5320,6050,,21.49,,,,,,3985,7370,,53100,5.825,102.5,56,,,3.2,17.83,,43.4,,66100,,,,,,,1115.6,1.0756,1.7271,81.55,1.3205,29.434,0.9133,49.505,5.6299,0.9879,1.5856,6.6932,0.8339,7.7589,30.598,1.2511,7.524,1
5-Mar-12,642,86.61,60.06,35.08,95.44,52.97,49.38,30.49,42900,5.72,63.98,209200,18.04,31.44,51.24,32.11,28.82,417.62,9.08,35.8,21.94,116.24,60.86,14.895,66.54,48.95,36.63,301,46.55,38.2,33.28,17.1,28.42,13.69,1943,1209.05,21.5,47.34,24.97,943,20.55,17.57,53.28,40.24,335,37.72,,8.95,1355,,7.17,83.75,128,37.12,324500,8.3,1630,38.75,29.5,23.82,11.77,38.57,33.37,836.35,40.73,21.69,27.25,,,28.93,1218,1702,,64.5,,1147,70.5,3.14,20,8.74,6170,370,,152.8,,575,,278,7.26,17.6,,,,19.825,1.39,,,0.355,1.125,,0.59,5220,6140,,21.5,,,,,,3860,7240,,52100,6.09,102.5,55.1,,,3.19,17.53,,43.235,,68700,,,,,,,1118.55,1.067,1.7351,81.41,1.3233,29.503,0.9114,49.84,5.6178,0.9938,1.587,6.684,0.8216,7.7634,30.668,1.2578,7.5654,1
6-Mar-12,644,86.17,58.94,34.33,94.19,51.73,48.27,29.93,42950,5.61,63.55,207900,17.78,31.08,50.75,29.73,28.43,408.34,8.96,35.9,21.64,114.84,60.33,14.445,66.1,48.5,35,296,50.24,37.6,32.98,16.25,26.84,13.41,1975,1201.6,20.89,46.35,24.94,935,20.06,17.37,53.12,39.68,338.5,37.56,,8.66,1335,,7.07,84,125.7,35.89,320500,8.04,1597,36.25,28.67,23.76,11.7,38.47,34.85,849.15,39.3,21.69,26.05,3.99,,28.34,1222,1690,,64.5,,1147,68.4,3.1,20,8.6,6010,387,,149.7,,574.5,,274,7.32,17.1,,,,19.36,1.35,,,0.35,1.125,,0.59,5040,5910,,21.18,,,,,,3755,7200,,52100,6,99.6,54.4,,,3.18,16.7,,42.275,,69000,,,,,,,1122.78,1.0555,1.758,80.735,1.3116,29.521,0.919,50.365,5.6686,1.0017,1.5738,6.7952,0.8113,7.7633,30.805,1.2643,7.6466,1
7-Mar-12,645,86.49,59.26,34.8,93.99,52.27,48.59,30.39,42900,5.52,62.08,205300,17.8,31.42,50.93,29.6,28.47,411.74,8.98,35.8,22.05,115.64,60.36,14.405,66.84,48.5,35.98,301,51.33,37.99,33.55,16,27.63,13.41,1936,1192.55,21.77,46.49,24.91,930,20.23,17.69,53.57,40.03,337.7,38.05,,8.72,1370,,7.06,84.5,127,36.47,321500,8.13,1585,37,30.42,23.62,11.87,38.86,34.45,863.7,39.245,21.84,25.86,4,,28.5,1281,1707,,63.5,,1148,68.2,3.13,20,8.7,6010,384,,161.65,,580,,280,7.39,,,,,20.15,1.35,,,0.34,1.1,,0.59,5100,5910,,21.25,,,,,,3780,7450,,51800,6.145,101.5,54.3,,,3.18,17.5,,43.195,,67600,,,,,,,1124.85,1.0542,1.7714,80.835,1.3121,29.547,0.9186,50.285,5.6664,1.0023,1.5706,6.8116,0.8166,7.7637,30.796,1.2629,7.6693,1
8-Mar-12,643,88.5,59.79,36.25,95,52.95,49.43,30.38,42900,5.61,61.77,207500,18.07,31.7,51.39,29.47,28.8,417.26,9.41,35.94,22.18,117.97,61.93,14.335,67.88,48.5,36.525,300,51.19,38.64,33.69,16,28.28,13.44,1967,,21.94,46.7,25.2,968,20.12,18.14,54.01,41.27,346,38.43,,8.72,1393,,6.98,84,128.1,36.87,327000,8.02,1597,38,30.41,22.78,12.29,38.74,36.6,,39.755,22.08,25.56,4.05,,28.45,1315,1756,,63.5,,1178,69.2,3.12,20,8.85,6060,384,,,,575.5,,284,7.5,17.5,,,,21.45,1.35,,,0.345,1.1,,0.59,5070,5790,,21.08,,,,,,3820,7650,,51600,6.335,106,54.4,,,3.189,17.74,,46.98,,69300,,,,,,,1118.35,1.0604,1.775,81.4,1.3273,29.506,0.9083,50.285,5.6013,0.9934,1.5816,6.6945,0.8223,7.7566,30.582,1.2531,7.517,1
9-Mar-12,648,90.14,59.8,36.6,96.4,53.2,49.82,30.61,43050,5.69,61.84,211700,18.06,31.68,51.94,29.55,28.93,419.52,9.49,35.66,22.32,117.17,62.27,14.625,67.97,48.5,36.7,316,50.72,39.34,33.69,16.2,28.88,14.16,1989,1206.35,22.33,46.8,25.38,977,20.66,18.29,54.32,41.9,341,39.16,,8.78,1390,,6.78,84,129,37.24,328500,7.95,1601,37.75,29.85,23.33,11.94,39.88,35.98,811.5,39.61,22.43,25.91,,,28.47,1336,1792,,63,,1170,73.3,3.11,20.25,8.92,6610,380,,169.4,,573.5,,291,7.48,17.8,,,,21.895,1.43,,,0.355,,,0.59,5320,5560,,20.93,,,,,,3825,8420,,51900,6.365,106.5,55.7,,,3.19,18.42,,46.54,,69500,,,,,,,1117.85,1.0619,1.7808,82.355,1.312,29.49,0.919,49.845,5.6671,0.9889,1.5693,6.7891,0.8244,7.7592,30.558,1.253,7.5093,1
12-Mar-12,659,90.81,59.72,36.52,95.66,52.77,48.98,30.78,43000,5.74,61.45,214800,17.94,31.78,51.92,28.38,28.63,419.86,9.28,35.5,22.33,116.53,62.75,14.55,68.21,48.5,37.575,320,50.15,39.98,33.84,15.4,28.32,13.94,1973,1190.05,22.69,46.88,25.11,975,20.98,18.49,54.39,41.98,328,39.13,,9.09,1391,,6.76,,129.2,37.2,327000,7.72,1604,37,30.6,23.16,12,39.59,36.21,782.75,39.6,22.73,25.94,3.89,,28.92,1343,1825,,63,,1172,75.1,3.12,20,9.01,7050,379,,166.7,,577.5,,290,7.4,17.9,,,,22,1.47,,,0.355,1.08,,0.59,5400,5700,,21.07,,,,,,3740,8500,,51200,6.31,103,56,,,3.15,19.15,,46.95,,69000,,,,,,,1124.05,1.0492,1.8199,82.22,1.314,29.524,0.9178,49.975,5.6579,0.9935,1.5615,6.8106,0.8176,7.7586,30.645,1.2614,7.562,1
13-Mar-12,676,98.66,60.48,37.69,96.7,54.25,50.95,32.02,43100,5.79,61.3,214800,18.03,32.07,52.5,28.37,29.88,423.22,9.15,35.3,22.52,117.27,64.33,14.51,68.87,48.4,37.785,318,51,40.95,34.5,15.05,29.55,13.86,1994,1197.55,23.97,47.55,25.67,968,21.02,18.62,55,43,328,39.87,,9.26,1400,,6.78,,130,37.7,331500,7.91,1636,36.75,31.82,23.4,12.02,40.95,36.5,770.95,40.12,25.65,26.58,3.65,,29.11,1316,1782,,63.5,,1182,74.9,3.12,20,9.06,7360,374,,168.35,,606.5,,298,7.23,17.7,,,,21.725,1.47,,,0.355,1.14,,0.59,5390,5660,,21.12,,,,,,3745,8180,,51200,6.275,102,56.2,,,3.2,19.19,,48.3,,69000,,,,,,,1121.6,1.0539,1.797,82.67,1.3109,29.517,0.9199,49.925,5.6716,0.9906,1.5736,6.7641,0.8228,7.7593,30.593,1.2581,7.5272,1
14-Mar-12,687,97.77,59.98,37.39,95.73,56.15,52.33,32.04,43250,5.86,61.21,209400,17.59,32.22,52.32,28.24,29.3,421.42,9.02,35.58,22.65,116.75,63.62,14.43,69.29,48.35,37.905,321,50.66,40.89,34.3,15.05,29.37,13.18,2039,1154.9,23.76,47.01,25.42,1005,21.3,18.5,55,42.55,325,39.25,,9.45,1387,,6.96,,130.3,37,327500,7.78,1648,36.75,31.12,23.09,12.01,40.24,36.36,825.75,40.76,30.04,25.91,3.78,,28.6,1322,1777,,64.5,,1185,75.9,3.15,20.25,9.02,7000,377,,165.75,,600,,310,7.22,18,,,,21.465,1.45,,,0.36,1.14,,0.65,5120,5820,,21,,,,,,3720,8060,,51500,6.45,103.5,56.4,,,3.2,18.41,,47.56,,69100,,,,,,,1126.28,1.0445,1.8182,83.785,1.3026,29.525,0.9312,49.915,5.7076,0.9916,1.5685,6.8561,0.8092,7.7621,30.796,1.2686,7.6815,1
15-Mar-12,685,98.77,60.67,37.81,95.9,56.72,53.63,32.02,42900,5.93,60.65,209800,18.01,32.83,52.88,27.32,29.92,419.55,9.18,35.5,22.71,117,64.1,14.505,69.44,48.5,37.63,328,50.57,41.28,34.15,15.8,29.27,13.04,2037,1163.2,23.23,47.21,25.83,1018,22.31,18.26,55.01,43.15,322.5,39.59,,9.59,1379,,7,,128,38.59,329000,7.95,1636,36.75,32.97,22.55,12.09,39.9,36.4,788.85,41.005,32.35,26.28,3.65,,28.92,1340,1794,,63.75,,1212,76,3.2,20,10.09,7100,374,,166.15,,599.5,,352,7.38,18.5,,,,21.655,1.5,,,0.36,1.13,,0.65,5100,5870,,21.04,,,,,,3665,8150,,51300,6.445,102.5,56.8,,,3.2,18.78,,47.565,,70000,,,,,,,1127.8,1.0528,1.8051,83.29,1.3071,29.551,0.9236,50.385,5.6883,0.9929,1.567,6.8104,0.8194,7.7616,30.737,1.2635,7.6126,1
16-Mar-12,675,99.54,60.72,37.77,97.2,56.55,54.5,32.05,42150,5.89,59.57,210900,17.98,33,52.79,27.88,29.88,420.17,9.35,35.45,22.83,116.68,64.4,14.505,69.17,47.8,36.935,334,49.47,41.045,33.83,16.3,28.59,13.04,2030,1167.5,23.11,46.9,25.63,1046,22.28,18.45,54.97,42.99,329.5,39.63,,9.45,1388,,7.08,,127.4,38.61,329000,7.68,1674,36.5,33.46,22.96,12.24,39.58,36.2,780.7,40.955,32.31,26.22,3.53,,29.18,1314,1762,,65,,1218,76.4,3.31,20,10.15,7460,377,,167.6,,610,,339,7.2,18.7,,,,21.75,1.5,,,0.36,1.16,,0.65,5080,5800,,21,,,,,,3645,8100,,51300,6.75,104.5,57.3,,,3.2,19.41,,47.97,,71000,,,,,,,1125.9,1.0585,1.8033,83.34,1.3171,29.549,0.9161,50.185,5.6456,0.9914,1.5844,6.7496,0.8241,7.7625,30.723,1.2583,7.5948,1
19-Mar-12,673,99.34,61.04,37.71,97.96,57.27,55.1,32.48,42000,6.01,59.95,209500,18.43,32.88,52.61,27.04,29.74,425.09,9.45,35.5,22.74,118.84,64.08,14.625,68.92,47.55,36.6,338,50.32,40.98,33.93,16.35,28.91,13.25,2037,1122.4,23.41,46.63,25.59,1037,23.12,18.23,54.98,42.85,354,39.91,,9.6,1377,,7.07,,128,38.63,335500,8.09,1662,37.5,33.3,23.19,12.55,40.71,36.2,753.5,41.24,33.05,25.61,3.4,,28.83,1308,1752,,65,,1219,75.5,3.31,20,10.53,6980,380,,164.05,,638,,358,7.25,20,,,,21.66,1.48,,,0.355,1.13,,0.65,5110,5880,,20.84,,,,,,3620,8590,,51700,7.1,103.5,57.3,,,3.175,19.06,,48.525,,71000,,,,,,,1122.2,1.0608,1.8082,83.3,1.3242,29.522,0.911,50.235,5.6146,0.9879,1.5893,6.7125,0.8255,7.7626,30.703,1.2566,7.5343,1
20-Mar-12,695,98.91,61,37.78,97.46,56.91,55.13,31.86,42050,6.01,59.95,,18.35,32.88,52.52,27.72,29.19,418.98,9.22,35.49,22.74,116.52,63.19,14.485,68.77,45.1,36.19,,49.76,40.62,33.68,16.3,28.45,12.77,,1135,23.43,46.09,25.19,1010,22.96,18.19,54.47,42.81,355.9,39.7,,9.3,1369,,6.98,,125.5,38.74,,7.96,1652,36.5,33.58,22.92,12.55,40.52,36.75,755.95,40.95,32.68,25.15,3.35,,28.95,,,,64,,,74.5,3.3,20.25,10.25,7050,,,162.9,,610,,,7.1,20,,,,21.71,1.4,,,0.355,1.27,,0.56,5080,5700,,20.55,,,,,,3705,8720,,51700,7.17,102,57.7,,,3.2,18.42,,48.685,,,,,,,,,1124.85,1.0484,1.8229,83.625,1.3221,29.544,0.9123,50.395,5.624,0.9934,1.5855,6.7501,0.8176,7.7631,30.78,1.2629,7.6173,1
21-Mar-12,,99.26,61.19,37.61,97.65,57.05,55.38,31.64,42150,5.98,58.95,205800,19.29,32.88,52.42,27,29.32,417.94,9.54,35.41,22.9,116.75,64.58,14.46,68.99,44.95,35.96,332,50.63,40.48,34.02,16,28.59,12.69,2060,1171.85,23.6,46.08,25.13,1007,22.97,18.23,54.57,42.88,356,39.83,,9.25,1386,,6.98,,125.7,38.96,330500,7.81,1659,36,33.01,23.44,12.78,40.11,37.22,769.8,40.325,32.35,25.04,3.04,,29.86,1299,1782,,62,,1200,73.6,3.35,20,10.46,7150,367,,166.25,,617.5,,344,7.39,20.8,,,,22.185,1.33,,,0.35,1.25,,0.56,5330,5690,,20.09,,,,,,3660,8690,,51900,7.1,102.5,57.4,,,3.2,17.98,,48.675,,70000,,,,,,,1129.55,1.0441,1.8268,83.63,1.319,29.561,0.9142,50.665,5.6374,0.9931,1.5847,6.7323,0.8136,7.7645,30.773,1.2649,7.6424,1
22-Mar-12,684,98.43,60.56,37.01,93.08,57.29,54.42,32.49,40850,6.01,59.15,209000,19.34,32.94,52.51,26.64,29.23,416.84,9.19,35.4,22.71,117.28,64.96,14.44,69,45.8,35.95,331,50.4,40.47,33.8,15.2,28.11,12.32,2064,1168.2,22.97,46.05,24.92,990,23.12,18.43,54.57,42.98,358.5,39.36,,9.49,1397,,6.96,,126.5,39.03,332500,7.96,1648,35.5,33.55,23.41,12.62,39.12,37.01,740.7,39.52,31.55,25.07,3.13,,29.62,1318,1774,,63,19.5,1218,75.1,3.48,20.25,10.44,6720,387,,160.9,,611.5,,360,7.38,20.1,,,,22.035,1.28,,,0.35,1.25,,0.56,5150,5640,,20.51,,,,,,3585,8750,,51800,6.99,106.5,58,,,3,17.72,,47.95,,71200,,,,,,,1129.5,1.037,1.8235,82.495,1.3195,29.562,0.9135,51.175,5.6352,1.0003,1.5808,6.7709,0.8082,7.7654,30.81,1.2663,7.7184,1
