Date,BLUJ.J,FDS.N,MORN.OQ,MSCI.N,IHS.N^G16,AXP.N,COF.N,DFS.N,029780.KS,CAB.AX,CIEL3.SA,4819.T,EEFT.OQ,FIS.N,GPN.N,GDOT.N,HPY.N^D16,MA.N,UEPS.OQ,RDCD3.SA^J12,TSS.N,V.N,WEX.N,WDIG.DE,FISV.OQ,8076.TWO,INGC.PA,6588.T,PAY.N,ZBRA.OQ,JKHY.OQ,TEMN.S,EPAY.OQ,VOCS.O^F14,4307.T,TCS.BO,EBIX.OQ,SLH.N^C16,ADVS.O^G15,SIM.CO,SSNC.OQ,DH.TO,DST.N,FICO.N,MSY.L^F12,ACIW.OQ,SONE.O^B12,MOVE.O^K14,RMV.L,SLGC.PA^D11,IRE.AX,ORC.ST^C12,MONY.L,FLT.N,3769.T,NTSP.O^G13,FDSA.L,MONI.L,ZG.OQ,RATE.N,ENV.N,CASS.OQ,MPLU3.SA,FITE.BO,WING.DE,GWRE.N,AWAY.O^L15,SPNS.OQ,LXFT.N,TRI.TO,8570.T,8253.T,EVTC.N,PAYS.L,VNTV.N,6287.T,6206.TW,XRO.NZ,TIG.L^K15,ELLI.N,035600.KQ,2120.T,TRLA.N^B15,POLA.BO,8018.HK,PAYP.L,WLN.PA,8519.T,TREE.OQ,KTC.BK,SYF.N,HAWK.OQ,HAWKB.O^E15,EDEN.PA,0327.HK,QTWO.N,BNFT.OQ,SLVX.SI,IPP.AX^B16,ZPG.L,8325.HK,046440.KQ,036800.KQ,YDLE.O^K15,CASH.OQ,WPG.L,EQN.L,FDC.N,LEJU.N,SQ.N,025770.KQ,060250.KQ,PYPL.OQ,034310.KS,DAL.MI,3611.TWO,8114.TW,BKFS.N,MYO.AX,GFTG.DE,SFUN.N,Z.OQ,GTO.AS,WK.N,2428.T,INFO.OQ,XTLY.N,TBBK.OQ,QIWI.OQ,FSMARTm.BK,NXGN.L,USDKRW WMCO Curncy,AUDUSD WMCO Curncy,USDBRL WMCO Curncy,USDJPY WMCO Curncy,EURUSD WMCO Curncy,USDTWD WMCO Curncy,USDCHF WMCO Curncy,USDINR WMCO Curncy,USDDKK WMCO Curncy,USDCAD WMCO Curncy,GBPUSD WMCO Curncy,USDSEK WMCO Curncy,NZDUSD WMCO Curncy,USDHKD WMCO Curncy,USDTHB WMCO Curncy,USDSGD WMCO Curncy,USDZAR WMCO Curncy,USDUSD WMCO Curncy
5-Jan-11,697,93.71,54.5,39.32,81.36,45.04,45.52,19.17,60300,5.82,13.2,205400,18.09,28.44,46.18,55.18,15.83,230.29,12.08,20.65,15.86,72.09,47.52,10.37,58.93,60.5,26.465,423,41.46,37.8,29.5,36,22.03,26.12,1903,1158.05,24.32,51.59,57.85,817,19.76,19.8,45.01,23.04,332.4,26.85,7.14,2.61,811,34.75,8.64,128.5,75.65,30.4,224600,12.77,1550,18.75,,,16.49,38.13,34.25,878.35,58.84,,,2.78,,37.37,1214,1390,,57,,1089,80.9,2.9,15,,8250,93400,,189.85,,362,,258,8.81,13,,,,18.835,2.85,,,0.35,0.55,,0.51,5470,4075,,14.2,,,,,,3910,3170,,63000,6.035,81.3,57.7,,,4.3,72.05,,31.515,,66000,,,,,,,1125.9,0.9978,1.6712,83.31,1.3145,29.175,0.9658,45.325,5.6696,0.9958,1.5464,6.7755,0.7611,7.7709,30.18,1.2938,6.7318,1
6-Jan-11,696,94.13,54.25,39.02,80.51,44.73,45.4,18.99,58400,5.86,13.1,203000,18.23,28.38,45.92,55.99,16.49,231.12,11.74,20.3,15.96,73.17,48.29,10.455,59.01,60.3,26.75,425,41.59,37.48,29.35,36,22.07,26.8,1948,1174.2,24.71,51.48,59.11,838,19.74,20.04,45.22,23.12,341.5,26.59,7.13,2.7,810,34.75,8.66,,76.45,30.03,224400,13.34,1540,19.25,,,16.55,38.77,33.4,865.1,58.7,,,2.81,,37.46,1221,1455,,57.75,,1097,81,2.99,15,,7860,97500,,185.6,,359,,264,8.42,13.1,,,,19.01,2.92,,,0.35,0.5,,,5400,4125,,13.98,,,,,,3635,3200,,62000,6.095,86.5,58.2,,,4.18,71.6,,32.165,,67000,,,,,,,1119.8,0.9946,1.6913,83.22,1.3036,29.274,0.9645,45.245,5.7158,0.9973,1.548,6.8603,0.756,7.7738,30.23,1.2943,6.8018,1
7-Jan-11,691,94.39,53.28,38.76,79.39,44.36,45.41,18.9,57600,6.08,12.99,198100,18.43,28.5,47.47,57.16,16.27,231.09,11.34,20,15.95,72.96,46.99,10.55,59.43,59.8,27.24,425,41.69,37.6,29.42,35.15,21.2,26.2,1904,1141.6,24.48,50.98,58.82,824,19.71,20.43,44.75,22.52,338.9,26.09,7.04,2.6,808.5,34.85,8.71,126.5,76.5,29.99,225100,13.31,1540,19,,,15.99,38.81,33.5,833.45,58.04,,,2.78,,37.31,1209,1434,,61,,1098,79.6,2.96,15.5,,7640,98300,,171.4,,360,,262,8.28,13.1,,,,19.035,2.94,,,0.35,0.5,,,5410,4120,,13.78,,,,,,3670,3140,,62800,6.005,85.2,57.7,,,4.3,70.54,,31.915,,67200,,,,,,,1122.3,0.9985,1.6803,82.975,1.2983,29.37,0.964,45.385,5.7387,0.9909,1.5571,6.8908,0.7622,7.7716,30.385,1.2938,6.7673,1
10-Jan-11,685,94.62,53.26,38.64,78.93,44.46,45.57,19.12,59400,5.91,13.16,,18.53,28.53,47.74,58.14,16.07,230.2,11.25,20.2,16.02,71.81,47.07,10.485,59.175,59.4,27.15,,43.63,37.71,29.51,35,21.14,26.56,,1128.5,24.94,51.93,60.84,815,20.36,20.89,45.18,22.71,330,26.56,7.02,2.56,793,34.77,8.71,127,76.3,30,,13.175,1550,19.25,,,15.67,38.55,33.9,794.85,57.03,,,2.75,,37.16,,,,60,,,79.6,2.96,15,,7760,,,166.15,,350,,,8.14,12.9,,,,18.975,2.86,,,0.345,,,,5440,4140,,13.99,,,,,,3595,2970,,63300,6,84.8,57.8,,,4.25,69.81,,31.345,,,,,,,,,1124.45,0.9909,1.6924,82.72,1.294,29.234,0.9698,45.45,5.7566,0.9952,1.5569,6.885,0.76,7.777,30.72,1.2992,6.8342,1
11-Jan-11,690,94.85,53.29,39.07,79,45.04,46.2,19.24,59400,5.81,12.97,205900,18.8,28.68,47.51,57.72,16.19,229.4,11.45,20,16.04,71.88,48.22,11.05,60.18,59.7,27.525,421,42.85,38.51,29.64,36.1,21.21,27.36,1883,1099.4,25.25,52.17,61.82,813,20.04,21,45.69,22.72,335.6,26.57,6.99,2.57,801.5,34.9,8.53,130.75,77.35,31.15,229700,13.15,1556,20,,,16.23,39.21,33.67,772.45,58.8,,,2.83,,37.69,1242,1433,,60.5,,1113,79.6,2.91,15.75,,7980,99600,,166.6,,359,,260,8.71,12.8,,,,19.74,2.87,,,0.345,0.505,,,5500,4180,,14.17,,,,,,3495,2855,,62400,6.085,85.3,57.7,,,4.47,72,,33.5,,70500,,,,,,,1125.15,0.9848,1.6902,83.445,1.2933,29.189,0.9767,45.18,5.7604,0.9918,1.5568,6.8571,0.7585,7.7768,30.53,1.2957,6.8811,1
12-Jan-11,684,94.44,53.26,39.72,79.54,45,47.17,19.9,59100,5.84,12.96,207700,19.11,29.53,47.52,58.92,16.36,232.83,11.59,20,16.13,72.61,48.96,10.8,60.82,59.7,27.53,415,42.99,38.55,29.68,37.05,21.18,27.99,1890,1135.5,25.16,52.11,61.11,820,20.13,20.9,46.48,23.08,332.9,26.79,6.93,2.64,799.5,34.98,8.53,131,85.75,30.94,240700,13.24,1550,19.75,,,16.03,39.02,34,804.4,59.36,,,2.85,,37.68,1244,1455,,63,,1101,80.3,2.9,16.75,,7700,102000,,169.95,,350.5,,264,8.4,13.1,,,,19.475,2.83,,,0.35,,,,5410,4210,,14.91,,,,,,3570,3060,,62500,6.15,85,58,,,4.69,78.73,,33.67,,67400,,,,,,,1119.45,0.993,1.6747,83.3,1.3062,29.082,0.9717,45.135,5.7035,0.9855,1.5698,6.7703,0.7587,7.7742,30.4,1.2894,6.8295,1
13-Jan-11,685,94.5,53.78,36.75,79.15,45.06,46.69,20.04,58000,5.94,12.77,224500,18.99,29.64,47.12,60.9,16.23,233.51,11.9,19.68,15.81,71.14,48,10.92,60.76,59.4,27.41,418,44.26,38.79,29.68,36.75,21.13,27.85,1892,1124.2,24.59,52.23,59.73,828,19.52,21.08,46.43,23.16,334.6,26.36,6.85,2.57,774,34.9,8.58,128.5,86.55,30.2,229000,14.02,1526,20.5,,,16.15,38.73,33.5,788.9,59.71,,,2.97,,37.62,1269,1519,,63,,1097,79.9,2.8,16.5,,7570,99800,,167.5,,362.25,,268,8.67,13.1,,,,18.7,2.74,,,0.345,,,,5250,4215,,14.82,,,,,,3465,2900,,62500,6.365,84,58.3,,,4.65,79.72,,33.935,,68000,,,,,,,1114.15,0.998,1.6695,82.815,1.3335,29.018,0.9648,45.24,5.587,0.9883,1.5854,6.7048,0.7684,7.7739,30.475,1.286,6.821,1
14-Jan-11,685,95.05,54.6,36.42,78.77,46.25,48.38,20.38,57300,5.93,12.93,274500,19.04,30.12,47.29,61.06,16.16,236.91,11.9,19.88,16.41,71.12,48.28,11.13,61.92,58.7,27.45,404,43.82,38.67,30.6,37.2,21.41,28.33,1866,1118.7,24.94,53.37,60.29,825,19,21.08,46.55,23.54,330.4,26.57,6.86,2.64,777,34.9,8.68,127.75,87,30.25,223600,14.46,1524,20.75,,,15.83,38.37,33.6,783.25,59.19,,,2.99,,37.94,1237,1477,,63.5,,1101,80.7,2.55,16.25,,7750,96000,,168.6,,349,,268,8.45,13.1,,,,18.425,2.71,,,0.345,0.52,,0.97,5230,4195,,15.25,,,,,,3510,2910,,62400,6.5,83.5,58.2,,,4.72,80.5,,33.955,,66800,,,,,,,1114.6,0.9887,1.6815,82.82,1.3362,29.017,0.964,45.385,5.5753,0.9913,1.5881,6.6938,0.7666,7.7741,30.485,1.2882,6.9438,1
17-Jan-11,681,,,,,,,,56900,5.87,12.83,258200,,,,,,,,19.66,,,,11.53,,58.7,26.935,406,,,,36,,,1881,1138.15,,,,830,,21.15,,,330.6,,,,770,34.84,8.62,127,86.85,,216100,,1540,20.25,,,,,32.7,764.8,60.09,,,,,37.81,1225,1478,,63.75,,1106,81.3,2.65,16.5,,7600,97000,,169.15,,354,,268,,12.9,,,,18.805,2.86,,,0.345,0.52,,1.19,5450,4110,,,,,,,,3465,2800,,62200,6.49,84.5,58,,,4.73,,,33.895,,67500,,,,,,,1117.55,0.9951,1.6836,82.635,1.3288,29.018,0.9641,45.52,5.6069,0.986,1.5907,6.7185,0.7731,7.7761,30.565,1.2876,6.8943,1
18-Jan-11,695,98.03,55.55,36.29,79.14,46.37,48.01,20.74,56000,5.85,12.97,247400,19.25,30.2,47.84,61.63,16.14,237.63,12.11,20,17.45,71.21,48.39,12.285,62.5,58.6,27.36,408,43.8,39.03,31.07,35.1,21.44,28.15,1847,1200.55,25.27,54.18,60.26,843,18.87,20.98,47.15,24.08,331.9,26.74,6.75,2.53,799,37.73,8.82,125.5,89.05,30.23,219000,14.4,1527,19.75,,,16.44,38.46,34.55,764.25,59.3,,,3.07,,38.26,1218,1483,,60.5,,1097,81.7,2.65,16.5,,7790,97700,,178,,364,,275,8.76,12.9,,,,18.65,2.9,,,,0.51,,1.01,5340,4100,,15.4,,,,,,3340,2870,,63500,6.54,83.6,58.1,,,4.86,82.94,,36.135,,68100,,,,,,,1116.6,0.9971,1.6742,82.69,1.3391,29.026,0.962,45.405,5.5642,0.9921,1.5987,6.6614,0.7704,7.7774,30.495,1.2832,6.9158,1
19-Jan-11,679,97.04,54.72,35.24,78.96,45.24,47.32,20.42,57000,5.96,12.93,253200,18.85,29.83,47.71,61.91,15.97,235.36,11.96,20.48,17.22,69.12,46.76,12.47,62,58.8,28.095,414,42.15,38.55,30.55,35,20.78,27.69,1887,1193.55,24.96,54.1,29.98,856,19,20.74,46.81,23.53,329.1,26.24,6.58,2.29,796.5,37.77,9,125.5,88.9,30.19,230800,13.74,1534,19.5,,,15.84,37.08,34.3,762,59.26,,,3.12,,38.33,1219,1484,,60,,1100,82,2.73,16.5,,7870,101500,,180.35,,351,,292,8.65,13,,,,18.25,3,,,0.34,0.5,,0.97,5600,4095,,15.44,,,,,,3430,2865,,62900,6.365,83.5,58.4,,,4.75,82.76,,35.325,,68500,,,,,,,1110.35,1.003,1.6703,82.065,1.3493,29.017,0.9597,45.455,5.5223,0.9937,1.5984,6.6017,0.7723,7.7783,30.475,1.2819,6.9725,1
20-Jan-11,675,96.38,54.04,35.12,79.14,45.27,47.25,20.34,57700,5.95,12.8,246100,18.45,29.92,47.03,60.92,15.8,235.1,11.76,20.5,17.07,70.69,46.39,12.15,61.9,59.2,27.94,408,41.38,38.18,30.23,35.5,20.6,27,1890,1211.85,24,52.15,29.11,846,18.93,20.61,46.78,23.55,331.8,25.41,6.47,2.19,795.5,37.77,9.17,118,88,30.05,221900,13.53,1535,19,,,15.2,36.31,33.85,759.5,58,,,3.1,,38.03,1182,1440,,62.25,,1080,82.7,2.75,16.25,,8150,103300,,183.7,,360,,286,8.44,12.8,,,,17.82,2.97,,,0.335,0.5,,0.97,5740,4135,,15.25,,,,,,3370,2950,,62900,6.15,83.2,58.7,,,4.53,80.97,,35.03,,65900,,,,,,,1121.45,0.9839,1.675,83,1.3412,29.101,0.9684,45.535,5.5561,1.0022,1.5844,6.6861,0.7544,7.7857,30.54,1.2906,7.0897,1
21-Jan-11,675,96.1,53.53,35.5,79.68,46,49.17,20.47,55700,5.97,12.46,226000,18.02,30.01,46.58,62.32,15.88,233.53,11.64,20.07,17.07,70.15,45.62,12.3,61.98,58.6,27.275,393,41.17,37.83,30.08,36.75,20.18,26.91,1861,1212.6,23.35,51.45,28.42,842,18.7,20.89,46.67,23.31,339.7,25.04,6.39,2.25,785,37.79,9.07,118.75,88.7,30.5,220000,13.75,1539,19,,,15.22,35.58,34.7,712.55,58.24,,,3.11,,38.39,1161,1419,,63.5,,1054,83,2.75,16.25,,7930,100300,,178.05,,352.5,,304,8.38,12.8,,,,18.14,2.91,,,0.34,0.515,,1,5570,4095,,15.19,,,,,,3335,3000,,62900,6.1,82.5,58.7,,,4.5,81.81,,34.725,,61300,,,,,,,1123.95,0.9908,1.6701,82.66,1.3585,29.12,0.9596,45.62,5.4866,0.993,1.5991,6.6025,0.7574,7.7888,30.685,1.2833,7.0803,1
24-Jan-11,675,96.98,54.19,35.5,81.43,45.79,48.47,20.42,56500,6,12.7,241000,18.9,30.61,47.19,62.12,16.03,239,12.1,20.66,17.38,71.79,46.16,12.25,62.91,58,27.03,397,41.74,38.53,30.19,36.1,20.11,26.46,1863,1205.8,22.77,51.95,28.77,825,18.86,21.01,47.37,23.65,332.4,25.46,6.4,2.21,790,37.76,9.21,119.25,86.9,31.57,229000,14.02,1530,18.75,,,15.28,35.75,34.3,699.9,56.65,,,3.2,,39.17,1170,1412,,63.75,,1063,82.6,2.74,16.5,,7760,100200,,180.35,,354.5,,297,8.24,12.2,,,,17.91,2.9,,,,0.54,,0.85,5470,4095,,14.85,,,,,,3460,3030,,63400,6.12,82.5,59.2,,,4.77,80.63,,35.215,,61600,,,,,,,1121.15,0.9981,1.67,82.49,1.3675,29.053,0.9478,45.695,5.4506,0.9937,1.6003,6.5628,0.7633,7.7973,30.94,1.2813,7.0085,1
25-Jan-11,675,97.43,53.46,35.15,82.22,44.8,48.21,20.45,57500,5.97,,248100,19.03,30.68,47.52,63.2,16.04,241.54,11.61,,17.53,71.58,46.77,12.165,62.89,57.3,27.49,409,41.15,38.62,30.15,36.15,19.89,25.79,1890,1191.75,22.97,51.99,29.18,830,18.81,20.7,47.62,24.02,322.6,25.45,6.37,2.2,800,37.84,9.34,120,85.9,31.05,227700,13.98,1540,18.5,,,14.08,36.24,,721.9,54.68,,,3.14,,39.37,1195,1436,,64,,1066,81.6,2.73,16.25,,7560,104500,,181,,345.25,,296,8.21,11.9,,,,17.97,2.84,,,0.335,0.52,,0.85,5310,4080,,14.77,,,,,,3385,3060,,62500,6.145,82,60.4,,,4.65,83.3,,35.06,,64000,,,,,,,1118.3,0.9944,1.6707,82.375,1.3673,29.02,0.9432,45.7,5.4516,0.997,1.5824,6.5377,0.7657,7.7913,30.97,1.2806,7.0587,1
26-Jan-11,675,98.49,53.99,34.9,83.2,44.46,48.28,20.73,58500,,12.95,239000,19.155,30.79,47.45,64.29,15.93,240.18,11.6,21.1,17.95,71,47.83,12.12,62.89,57.8,27.705,406,41.42,39.13,30.2,36.2,20.07,27.09,1882,,23.5,52.92,30.02,838,19.06,21.12,47.68,24.77,322.9,26.23,6.62,2.12,804.5,37.84,,124,87.6,31.3,228200,14.05,1564,20,,,14.33,37.05,34,,56.1,,,3.19,,39.98,1175,1413,,67.5,,1051,81.6,2.73,16.5,,7280,107700,,,,349,,294,8.16,12,,,,17.825,2.8,,,0.33,,,0.94,5100,4090,,15.05,,,,,,3340,3030,,64100,6.13,81.8,59.5,,,4.565,78.01,,36.78,,62900,,,,,,,1115.95,0.9959,1.6673,82.27,1.3692,29.044,0.9415,45.7,5.4431,0.9955,1.5885,6.4737,0.7667,7.7854,30.815,1.2792,7.0727,1
27-Jan-11,675,99.78,53.72,34.83,82.41,44.54,48.4,21.04,57300,5.89,12.9,239700,18.93,30.81,47.64,64.14,15.74,239.11,11.6,21.1,17.85,70.6,46.89,11.555,62.87,57.8,27.35,406,41.77,39.46,30.25,36.75,20.37,27.05,1889,1199.15,23.43,53.03,30.07,859,18.97,20.99,47.83,25.99,323.3,26.51,6.72,2.08,839.5,37.8,9.28,126.5,88.5,30.13,224200,14.02,1533,20.75,,,14.25,38.27,33,717.9,56.35,,,3.16,,39.63,1181,1440,,67,,1053,81.8,2.7,16.25,,7040,106700,,175.3,,368.5,,311,8.46,12,,,,17.72,2.78,,,,0.55,,0.97,4940,4080,,15.09,,,,,,3370,2975,,65000,6,83,59.6,,,4.54,78.1,,36.95,,63200,,,,,,,1114.45,0.9943,1.6744,82.9,1.3732,29.044,0.9458,45.615,5.4282,0.9942,1.594,6.4303,0.7732,7.7862,30.875,1.2788,7.0386,1
28-Jan-11,650,99.66,52.8,34,81.01,43.86,48.24,20.46,56600,5.72,12.5,256100,18.24,30.28,46.82,63.16,15.51,234.87,11.44,20.51,17.38,69.46,45.8,11.5,61.33,57.2,27.645,401,39.99,38.27,29.44,37.25,22.89,26.58,1883,1182.55,22.51,51.94,29.13,842,18.25,20.8,46.69,25.65,326,25.75,6.39,2.12,832,37.84,8.95,123,88.9,29.98,225000,14,1540,20.75,,,14.14,36.58,31.1,704.5,56.19,,,3.22,,39.38,1158,1412,,66,,1043,81.2,2.7,15.75,,6800,105500,,167.6,,373,,322,8.38,12.2,,,,17.83,2.71,,,0.34,0.59,,0.87,4750,4080,,14.86,,,,,,3300,2920,,65000,5.93,84.1,60.8,,,4.5,76.11,,36.82,,61700,,,,,,,1113.75,0.9933,1.6812,82.29,1.3625,29.01,0.942,45.765,5.4708,0.9985,1.5844,6.5033,0.7738,7.7916,31.045,1.283,7.1781,1
31-Jan-11,630,100.8,53.42,34.23,81.96,43.38,48.16,20.59,55400,5.66,12.37,249000,18.29,30.43,47.24,62.91,15.8,236.51,11.56,20.6,17.41,69.85,47.32,11.715,61.77,,27.125,388,39.94,38.9,29.56,37,22.93,25.93,1782,1157.15,22.55,52.33,29.56,830,18.07,20.83,47.56,25.38,339.3,26.49,6.44,2.25,836,37.85,8.97,120.5,89.4,30,228000,14.3,1537,20.5,,,14.25,36.25,31.18,710.35,55.77,,,3.22,,40,1151,1405,,64.25,,1026,,2.7,16,,5780,97100,,167.35,,370,,340,8.43,12,,,,17.465,2.73,,,0.325,0.585,,0.87,4330,4080,,15.07,,,,,,3140,2950,,64700,6.1,,,,,4.46,77.16,,36.935,,59900,,,,,,,1121.3,0.997,1.6734,81.93,1.371,29.036,0.9397,45.91,5.4375,1.0003,1.6018,6.4303,0.773,7.7958,30.895,1.28,7.18,1
1-Feb-11,599,101.2,53.58,34.64,82.46,43.6,49.86,20.89,56000,5.7,12.25,264500,18.76,31.07,48.02,63.22,16.54,238.15,11.57,20.05,17.74,70.7,48.48,11.85,63.03,,27.57,382,41.3,40,29.77,38.05,22.98,26.78,1817,1150.35,23.08,52.45,30.18,842,18.29,20.86,48.38,25.87,339.7,27.69,6.69,2.21,855,37.9,8.85,121.75,89.3,30.04,228100,14.38,1637,20.5,,,14.28,37.8,32.5,715,57.5,,,3.22,,40.52,1144,1411,,62.5,,1030,,2.66,16.75,,5780,90000,,170.1,,362.5,,339,8.45,12,,,,17.545,2.77,,,0.325,0.58,,0.87,4350,4100,,14.96,,,,,,3120,2920,,64000,6.1,,,,,4.549,80.58,,37.625,,60500,,,,,,,1116.9,1.0116,1.6614,81.5,1.3792,29.031,0.9413,45.765,5.4053,0.9923,1.6154,6.3838,0.7786,7.7918,30.96,1.2728,7.1409,1
2-Feb-11,595,101.68,53.52,34.67,81.16,43.72,49.46,20.59,,5.69,11.67,269400,18.86,31.03,47.95,62.29,16.68,239.39,11.59,19.3,17.4,72.09,48.8,11.74,62.51,,27.25,388,41.91,39.8,30.88,38.4,23.36,27.27,1877,1178.9,23.55,52.53,30.37,865,18.33,20.67,48.45,25.78,340.7,27.5,6.75,2.2,864,37.91,9.05,119,90,30,226000,14.33,1615,21.25,,,14.4,37.34,31.7,744.65,58.25,,,3.24,,40.95,1205,1477,,62.75,,1047,,2.67,16.75,,,88000,,168.85,,367,,336,8.46,12.5,,,,17.205,2.89,,,0.33,0.585,,1.04,,,,14.92,,,,,,,,,,6.02,,,,,4.6,79.32,,37.34,,70500,,,,,,,1116.9,1.0072,1.6647,81.62,1.3809,29.031,0.9377,45.625,5.3984,0.9882,1.619,6.4362,0.7804,7.7865,30.865,1.2722,7.1591,1
3-Feb-11,585,101.36,53.79,34.11,80.87,43.53,49.05,20.55,,5.74,11.36,255800,18.62,30.87,48.21,58.87,16.58,245.39,11.72,18.8,17.38,71.63,48.02,11.65,62.31,,27.21,382,42.38,40.08,30.83,37.8,23.13,27.6,1880,1184.8,23.59,51.53,30.12,870,17.6,20.49,48.2,25.16,338.4,27.1,6.66,2.16,843.5,37.93,9.07,121,87.95,30,225700,14.44,1586,22.25,,,14.15,36.95,30.65,751.3,58.39,,,3.23,,41,1210,1451,,61.75,,1055,,2.67,17,,,87300,,186,,360,,340,8.29,12.4,,,,17.5,,,,,0.615,,,,,,15.02,,,,,,,,,,5.99,,,,,4.57,80.29,,37.135,,67900,,,,,,,1116.9,1.0108,1.6703,81.82,1.3631,29.031,0.9477,45.615,5.4688,0.9905,1.6146,6.4892,0.7714,7.7853,30.845,1.2757,7.2897,1
4-Feb-11,585,101.91,53.95,34.8,81.21,43.82,48.76,20.61,,5.7,11.67,264700,18.56,30.96,48.64,59.04,16.8,247.24,11.42,19.54,17.41,72.9,48.4,11.65,60.27,,27.735,388,42.98,40.35,30.74,38.1,22.83,27.22,1896,1148.1,23.96,51.48,29.9,866,19.01,20.75,48.78,25.21,339.7,26.95,6.7,2.18,851.5,37.95,9.12,119.75,88.35,29.99,227300,14.66,1591,24,,,13.54,36.31,30,739.95,58.8,,,3.24,,41.49,1212,1467,,63,,1065,,2.69,16.75,,,86000,,191,,351,,337,8.49,12.4,,,,17.6,,,,,0.62,,,,,,15,,,,,,,,,,5.99,,,,,4.579,80.32,,37.01,,68600,,,,,,,1116.9,1.0144,1.6755,81.98,1.3554,29.031,0.957,45.595,5.5,0.99,1.6059,6.5004,0.7708,7.7864,30.795,1.275,7.2582,1
7-Feb-11,575,102.83,54.74,36.09,82.89,44.82,49.53,21.13,55100,5.64,11.92,259000,18.88,30.96,48.67,59.62,17.01,249.98,11.12,20,17.66,73.93,49.23,11.9,60.47,,27.5,394,44.21,40.45,31.11,37.5,22.77,27.63,1887,1132.05,24.58,51.6,30.68,883,18.75,20.84,49.07,25.61,349.3,27.4,6.74,2.26,884,37.95,9.06,122,88.6,30.51,233500,15.07,1605,25.25,,,13.82,37.33,30,759.25,58.94,,,3.55,,40.96,1252,1594,,62.75,,1059,,2.66,16.5,,5840,85600,,192.7,,350.75,,332,8.41,12.2,,,,18.375,2.78,,,0.33,0.59,,0.95,4400,4080,,15.79,,,,,,3140,3115,,63600,6.08,,,,,4.625,81.51,,36.39,,71100,,,,,,,1107.6,1.0155,1.6761,82.345,1.3543,29.031,0.9574,45.48,5.5045,0.9872,1.6113,6.4849,0.7691,7.7835,30.735,1.2751,7.2478,1
8-Feb-11,579,103.57,54.51,35.8,82.68,45.88,51.58,21.47,55000,5.72,11.51,256800,19.32,31.87,49.43,60.42,17.46,249.61,10.83,19.4,17.76,74.57,50,11.93,61.23,56.1,27.3,394,43.45,40.21,31.19,37.4,22.34,28.18,1905,1128.45,24.89,52.19,30.1,895,18.9,20.79,49.48,25.81,348.7,27.92,6.82,2.32,894.5,37.95,9.17,122.5,89.3,31.16,228100,15.01,1608,24.5,,,14.02,36.83,29.69,748.65,60.68,,,3.66,,41.27,1223,1609,,61,,1061,80.1,2.65,17,,5770,85500,,183.25,,352.25,,328,8.39,12.4,,,,18.005,2.8,,,0.33,0.56,,0.95,4390,4060,,16.01,,,,,,3305,3195,,63600,6.195,82.6,60,,,4.5,80.06,,36.46,,71800,,,,,,,1104.75,1.0172,1.6682,81.84,1.3672,28.92,0.9578,45.295,5.4526,0.9912,1.6096,6.4094,0.7769,7.7834,30.68,1.2714,7.162,1
9-Feb-11,580,103.55,55.25,35.95,82.56,45.72,51.03,21.11,52800,5.76,11.05,255900,19.6,31.68,48.77,60.33,17.58,248.5,10.56,18.65,17.66,73.28,50.04,11.87,60.94,55,27.3,398,43.43,40.7,31.11,36.65,21.84,26.05,1943,1098,24.46,51.73,29.62,870,18.84,21.01,50.31,25.59,346,27.14,6.66,2.41,910,37.91,9.11,120.5,90.65,31.28,226900,14.92,1620,24.75,,,14.41,36.64,28.5,723.4,60.67,,,3.67,,41.06,1222,1604,,62,,1058,81.1,2.59,17,,5550,86300,,168.45,,350.25,,320,8.29,12.2,,,,17.955,2.78,,,0.33,,,1.04,4295,4070,,16.05,,,,,,3265,3190,,63300,6.035,82,60,,,4.5,78.14,,36.185,,67200,,,,,,,1108.95,1.0111,1.6604,82.48,1.3707,28.803,0.9609,45.48,5.4393,0.994,1.6115,6.4325,0.7729,7.7857,30.715,1.2733,7.199,1
10-Feb-11,585,103.63,55.4,36,82.46,46.57,51.7,21.6,53000,5.67,11.44,257000,19.66,31.8,48.85,58.31,17.56,252.13,10.28,18.48,17.73,74.74,52.23,11.95,61.94,54.6,27.05,403,43.92,40.95,31.49,36.9,21.84,26.15,1941,1090.65,24.39,52.12,29.51,870,18.78,20.9,50.1,25.17,343.3,27.19,6.69,2.56,906.5,37.93,8.93,118.25,90.4,31.27,225400,15.01,1635,24.25,,,14.03,36.71,28,740.1,60.13,,,3.6,,39.96,1230,1602,,63.5,,1064,80.6,2.65,16.75,,5720,84100,,180,,348.25,,325,8.37,12.3,,,,17.95,2.76,,,0.34,0.56,,1.04,4405,4065,,16,,,,,,3305,3260,,62900,6,81.8,58.7,,,4.49,76.5,,35.8,,67800,,,,,,,1116.75,1.0037,1.6698,83.19,1.3601,28.926,0.9666,45.73,5.482,0.9957,1.608,6.4758,0.7663,7.7905,30.785,1.2786,7.2773,1
